309.822	-89.82655891
284.223	-89.81485691
260.481	-89.83606338
238.425	-89.97824062
217.938	-89.98732781
198.869	-89.91282011
181.098	-89.80707868
164.508	-89.80171096
148.987	-89.90045974
134.437	-89.8891268
120.75	-89.90946153
107.849	-89.91661168
95.6436	-89.88481536
84.0516	-89.80921304
72.9886	-89.87544014
62.3833	-89.85401486
52.1697	-89.89972207
42.2756	-89.95997027
32.6468	-89.94900646
23.2388	-89.92401765
14.0378	-87.92508061
5.24878	-79.99450169
4.95628	79.93495469
13.5743	87.89967839
22.5042	89.8036458
31.5551	89.91740013
40.7695	89.92717195
50.2213	89.87735717
59.9689	89.8865145
70.0841	89.986361
80.6275	89.88531252
91.6865	89.85433692
103.319	89.91612107
115.595	89.802421
128.609	89.85191376
142.436	89.84162612
157.152	89.88968212
172.872	89.85020894
189.68	89.80916679
207.678	89.93937091
226.976	89.86521609
247.705	89.96115011
269.981	89.93347496
293.947	89.89389392
319.723	89.89261549
347.561	89.89514738
377.535	89.98073041
409.904	89.87040945
444.839	89.84039345
482.627	89.92539917
523.442	89.94872436
567.705	89.85973428
615.718	89.88953651
667.914	89.93756466
724.811	89.86603468
786.904	89.88241011
855.053	89.81217021
930.249	89.81810372
1013.25	89.84508508
1105.67	89.86267874
1209.2	89.87782059
1326.16	89.87667063
1459.41	89.80002249
1612.2	89.97116165
1789.72	89.92621367
1996.61	89.86937906
2240.1	89.80762774
2526.72	89.87475215
2857.63	89.87148801
3223.28	89.93307534
3587.26	87.96105526
3864.63	80.15994184
3949.95	-80.01812489
3791.13	-88.19582523
3451.44	-89.93223478
3040.53	-89.9826849
2642.91	-89.90808653
2291.23	-89.97653091
1993.05	-89.84919068
1743.12	-89.93607188
1533.3	-89.87960089
1357.34	-89.83214013
1207.37	-89.98369535
1079.18	-89.84803831
967.164	-89.96469103
870.167	-89.95630121
785.031	-89.88478478
709.759	-89.8992605
642.943	-89.80584369
583.28	-89.90972367
529.59	-89.91323919
480.703	-89.92435347
436.755	-89.99717804
396.607	-89.8899598
360.015	-89.89438482
326.475	-89.87810244
